concentration,tail_gap,arm
0.4435311865993864,1.690694980604964,empirical
0.544523909953695,0.803331536526507,empirical
0.1496229914898404,7.362007257743561,empirical
0.0020378097574386403,1070.8862734966617,empirical
0.18734142402650344,4.844122960085631,empirical
0.2730196902223345,2.318136692394753,empirical
0.378710349045304,3.515465784690849,empirical
0.639323408824591,0.7092011068934436,empirical
0.5152323759809583,1.727739453397167,empirical
0.2352317984887537,0.21730487092293788,empirical
0.401879128328145,2.8684952174008624,empirical
0.3049154917546535,2.3152763721914495,empirical
0.33797875514705894,2.6357132160577494,empirical
0.1673451096089929,4.326997372894453,empirical
0.48793831139506666,1.187319219260271,empirical
0.21304521943286187,3.437388142589057,empirical
0.10247551444227662,7.843717324675532,empirical
0.37232429670971257,0.5945842542616481,empirical
0.35501235119974667,2.9088065884728858,empirical
0.4016106442577031,0.47164179104477566,empirical
0.41185762375731255,1.3732617920773327,empirical
0.1534134674601319,9.666461070978233,empirical
0.214469391489015,1.3423174113424037,empirical
0.6522876094745331,0.8953229398663698,empirical
0.2131541842912831,1.3410852713178294,empirical
0.6850795063237961,0.5073604800939228,empirical
0.682507863308125,0.2428168554494567,empirical
0.03524909095894016,16.09547533001107,empirical
0.7689263330476094,0.2722367751263741,empirical
0.23370690234398467,2.021063740848571,empirical
0.615973993839748,0.21487345647080106,empirical
0.46118879340265456,2.251590970793547,empirical
0.20688309010437214,3.003666090987793,empirical
0.04296168883505356,48.13869043427476,empirical
0.33042212518195047,1.6297640653357546,empirical
0.33258506837271073,2.4687676102128395,empirical
0.3448212682561666,1.2286742062560723,empirical
0.05625091215053718,8.318048657752069,empirical
0.15351220938023954,7.4448512379789715,empirical
0.6090355854883774,2.030092518072582,empirical
0.5683258914390987,0.34943732768497476,empirical
0.5586997345075438,1.0023404255319148,empirical
0.23816604865147456,1.3752524351054418,empirical
0.0009375959389202856,3000.7920797827005,empirical
0.26313292351241757,3.770644608147288,empirical
0.1368343257281152,8.971892866690743,empirical
0.32069296754988386,2.1698383122491682,empirical
0.305844845908608,4.544000000000001,empirical
0.5187236128330479,2.0775723766687393,empirical
0.4812018489984594,4.897959183673469,empirical
0.3079854058905539,4.391674816625916,empirical
0.5778039585296889,0.8671328671328671,empirical
0.20063310685608401,0.9137489325362932,empirical
0.19564796617634767,5.168044966577392,empirical
0.8787037037037039,0.2758620689655171,empirical
0.1925151766971422,4.131643961576354,empirical
0.0253787427639181,73.97213345769926,empirical
0.1589669138450405,2.6444671075564647,empirical
0.7128790807156602,0.30479439439158146,empirical
0.9885191373964962,0.9509313587433168,empirical
0.31278988373751093,2.3025238095238088,empirical
0.3624456464302665,2.129735261553967,empirical
0.3462351612232886,1.604438591967872,empirical
0.20236437011477004,4.343187526952338,empirical
0.5452389773990369,1.7086622688439497,empirical
0.011218749082741793,183.43573667039024,empirical
0.8397617118628654,0.47959183673469424,empirical
0.6734701896637453,0.557923128775102,empirical
0.3795905231470376,3.249928210620789,empirical
0.8622483357140932,0.7451765562431744,empirical
0.2557346208140894,8.151528357512712,empirical
0.4746249325024626,0.9840601657014834,empirical
0.6333566250105049,1.6910996327590837,empirical
0.35697097829884894,2.0623937400147367,empirical
0.2579288974960325,2.7460579254493074,empirical
0.3581598178441008,1.4842030318721495,empirical
0.7082377024038532,2.410868906093179,empirical
0.6397524506482359,5.835000000000012,empirical
0.5989091168181866,0.5165671992530944,empirical
0.3643649652641003,1.8480432568740601,empirical
0.13547813656347182,3.972960589590623,empirical
0.6469221433179883,0.5119795917216426,empirical
0.5788881791026702,1.772110162916988,empirical
0.20079862966855325,3.6377990038167947,empirical
0.11404285885310667,10.533333333333335,empirical
0.4013003901170352,1.9577836411609497,empirical
0.7654529371412067,0.3964283612397594,empirical
0.2963383232226247,0.722824576035585,empirical
0.34656610847424363,2.5823024403434056,empirical
0.18009528431924512,2.9990878431165218,empirical
0.5663937106748083,1.2465879016303418,empirical
0.002455882703558232,951.5650857439662,empirical
0.1922071844547605,0.7632156583489279,empirical
0.2914009925755295,1.4631011068808322,empirical
0.2039709440739818,0.6058036103974105,empirical
0.2247142267859781,6.148555994229422,empirical
0.1818367960813965,1.1768975458435837,empirical
0.5051813471502592,1.249249249249249,empirical
0.5119465048784666,0.7022984605249415,empirical
0.5182062822715376,1.1679001384883156,empirical
0.38342707161604805,0.4,empirical
0.4576315789473683,1.4405940594059403,empirical
0.8636363636363638,0.3999999999999993,empirical
0.17364927350106757,6.4200957468452655,empirical
0.3315284707921408,2.1083516713821657,empirical
0.5931803280733629,0.2603613653448217,empirical
0.24042981867024854,7.019054962000218,empirical
0.058075503346197585,9.865549270407165,empirical
0.2927563575055698,2.2256410256410244,empirical
0.9362414534384262,0.5861390259340507,empirical
0.3950625742918433,2.5714430746497774,empirical
0.0713147418759203,16.52573187337582,empirical
0.43653456562070203,0.8607472517129764,empirical
0.24498904157842916,5.297172771111299,empirical
0.197688938848137,8.157671128926056,empirical
0.7607009650109525,0.34265463203942625,empirical
0.5015121857608904,1.9777316474806566,empirical
0.7523163204353887,1.227892883742976,empirical
0.5525502043059922,2.9698840410444642,empirical
0.7941787941787948,0.9411764705882455,empirical
0.06471435248700612,24.20543046357616,empirical
0.25126336218577366,2.4251491873008613,empirical
0.17240928064251262,5.794612387116212,empirical
0.1474900174411703,2.5242261162456363,empirical
0.3128251424765338,1.9264083645137606,empirical
0.5796319543691186,0.8186912719256205,empirical
0.630703461554396,0.5221186663846118,empirical
0.5561483409238778,3.3697385443932952,empirical
0.7866153846153848,1.142209398186314,empirical
0.2967202572347267,2.674386545354287,empirical
0.7315840067281117,0.876082622769835,2026-09-12b
0.6224744796645706,8.194644333081635,2026-09-12b
0.7254758867784923,0.46057139006604475,2026-09-12b
0.7361749286703148,0.586595333238876,2026-09-12b
0.8694276391804853,0.9965364739977083,2026-09-12b
0.7012387496190212,1.2580611707901357,2026-09-12b
0.7661795353190527,1.3269007840115767,2026-09-12b
0.8177173313477055,0.7278446946481831,2026-09-12b
0.8522966498173579,1.049740172076266,2026-09-12b
0.8384697178476209,0.5688258876485813,2026-09-12b
0.7145922090910732,1.5699731593951707,2026-09-12b
0.8626934292300733,0.8529202945126823,2026-09-12b
0.588284147657698,2.1627757330113955,2026-09-12b
0.5936491904926194,3.599680794002346,2026-09-12b
0.6845602056067428,0.57147042825603,2026-09-12b
0.663219640412475,4.386811850834543,2026-09-12b
0.6277318148049709,2.927284809995594,2026-09-12b
0.8530076453081067,0.301344213496641,2026-09-12b
0.6295946102890295,1.5144578507662314,2026-09-12b
0.6656529093222135,4.692924059569937,2026-09-12b
0.6694962031116037,2.0675576906760362,2026-09-12b
0.6995588800380164,0.14575237457125978,2026-09-12b
0.9223199946324354,1.0190588985980662,2026-09-12b
0.8951026936973816,0.6498487382350826,2026-09-12b
0.8672368027135553,0.23284191209004151,2026-09-12b
0.5834521285031973,0.7588672755497228,2026-09-12b
0.6461636772736233,7.175436455303324,2026-09-12b
0.5693177059306963,2.231634689033465,2026-09-12b
0.677603431279161,1.9496720590499048,2026-09-12b
0.7851107893119056,0.9304271993639263,2026-09-12b
0.9819576474568323,0.4689323338136516,2026-09-12b
0.862445950107195,0.3243105484381739,2026-09-12b
0.8666947166801653,0.31863093119295305,2026-09-12b
0.7572134895181003,0.814486302211395,2026-09-12b
0.8532115969740307,0.6115432435080476,2026-09-12b
0.6680101517995087,0.6397050355244417,2026-09-12b
0.5240594302265571,3.7276852220916856,2026-09-12b
0.8612106892377023,0.25377747806291984,2026-09-12b
